id	filename	md5	size	state
06ca30ec-156b-4f5e-9466-4563296a589d	06ca30ec-156b-4f5e-9466-4563296a589d/e8fbb9e4-a42d-4bfe-8001-31505fc33a4e.rna_seq.augmented_star_gene_counts.tsv	9254d03be3f3d8fab02a17a0f82245ad	4245616	validated
0fe3bf01-415a-4945-8606-74b92ae9da44	0fe3bf01-415a-4945-8606-74b92ae9da44/d58fe5dc-9a75-42e7-94af-2ab20a21dab1.rna_seq.augmented_star_gene_counts.tsv	c629fa266a5bf5567c531884c8339292	4235061	validated
159c6763-6fc8-4ed6-b21d-7458b1289978	159c6763-6fc8-4ed6-b21d-7458b1289978/24ee17a9-b2e4-4058-a7b9-32d815f51cac.rna_seq.augmented_star_gene_counts.tsv	e57d3a41da0dc3090386d5029f50a6d3	4256563	validated
253c29f2-5477-44ae-9aec-eff82b3a977b	253c29f2-5477-44ae-9aec-eff82b3a977b/d1260fd0-0029-4949-a411-5786341e0c6b.rna_seq.augmented_star_gene_counts.tsv	cb550fd57a21912bce7bded9e1695487	4250392	validated
259941ae-c443-488b-b815-536b7f0d9efd	259941ae-c443-488b-b815-536b7f0d9efd/dc74aff8-2025-4124-8e76-22228174ac5d.rna_seq.augmented_star_gene_counts.tsv	31233cc377f0729846b7604a93c45a4a	4235804	validated
2acf1776-9f3a-4fa4-a983-8ab127123434	2acf1776-9f3a-4fa4-a983-8ab127123434/cb34d915-1b13-4c29-ac2b-743ea3ea78ec.rna_seq.augmented_star_gene_counts.tsv	c02081b9524a8a4ae6f2ebf1c5127fd2	4245058	validated
37c3f067-219c-48ba-bff8-8917fd91446e	37c3f067-219c-48ba-bff8-8917fd91446e/3b3f2b34-6be9-4bd1-88d9-82c081b0d7e3.rna_seq.augmented_star_gene_counts.tsv	cd6c095df95b1df92f702e98788a5201	4238886	validated
383470fe-2f7b-4ee7-aa59-f8238df585f7	383470fe-2f7b-4ee7-aa59-f8238df585f7/eaa2f4ac-783a-472f-a3f9-b385ff854c1c.rna_seq.augmented_star_gene_counts.tsv	e3fcc2ac4fee5b6dbefe855fe9b0248e	4221768	validated
44959554-954a-43aa-aa22-1b2db64a790f	44959554-954a-43aa-aa22-1b2db64a790f/fd05ecb5-b9c5-4396-b0f3-82c67b2d70e3.rna_seq.augmented_star_gene_counts.tsv	4f0a452de0e2ab38e94159abb07a8a84	4263770	validated
6170ecbe-9ede-4afe-b020-655a903d96aa	6170ecbe-9ede-4afe-b020-655a903d96aa/6c2ccdf1-5dff-4e6e-8c2c-62a64cefcb6e.rna_seq.augmented_star_gene_counts.tsv	30dc188d4fef04b57ff5baa11842bd50	4252801	validated
7287d9fa-e48f-4de8-b7f0-a7af8c34fdf8	7287d9fa-e48f-4de8-b7f0-a7af8c34fdf8/586ca62f-274c-4c9f-907f-6a8e87486aae.rna_seq.augmented_star_gene_counts.tsv	005910dd0de57764a4e43f458cee187a	4251400	validated
741148a5-d9b6-412d-9dfe-a5ccd9717de5	741148a5-d9b6-412d-9dfe-a5ccd9717de5/0579a43e-3d6a-4b55-b7b6-e46f2f826a63.rna_seq.augmented_star_gene_counts.tsv	693b69a3107ffe464938f0714c394918	4243070	validated
80f4c1e6-573a-4ac9-bdec-96c0a0da49f0	80f4c1e6-573a-4ac9-bdec-96c0a0da49f0/58cab238-8bc8-468f-bc7a-7a10178ac751.rna_seq.augmented_star_gene_counts.tsv	ddef57fda693f9a359ec371d131474b8	4234620	validated
8af8a3a5-8f98-4e93-abf5-bb401716bbed	8af8a3a5-8f98-4e93-abf5-bb401716bbed/aea2f863-1b45-404f-9a46-afb85ff47f02.rna_seq.augmented_star_gene_counts.tsv	a76344479c2e1e4294c53949e761fb39	4248603	validated
93288581-37b8-4e24-83ce-d1668ffe7a5f	93288581-37b8-4e24-83ce-d1668ffe7a5f/5e3a14b3-b976-4d61-aef7-3f9ed88d11b2.rna_seq.augmented_star_gene_counts.tsv	ff89bf2ac7b02b99a376ae17d506a5ef	4245666	validated
964fcdaf-b5d1-4fc2-8d3a-08013d6fe4d8	964fcdaf-b5d1-4fc2-8d3a-08013d6fe4d8/ea02dcce-82f9-42d6-82fa-0ebd940138a4.rna_seq.augmented_star_gene_counts.tsv	c7139d2e98e8cbdcbcaa6dd4e4bad8d4	4247211	validated
9d3f54d7-901f-4861-b015-21d011a40869	9d3f54d7-901f-4861-b015-21d011a40869/a4c0b47f-515a-4578-a6d3-fbf447c5f107.rna_seq.augmented_star_gene_counts.tsv	931bb3de0b231909b8a060995ce53621	4252620	validated
a2541c72-d02f-4acb-8d35-537080c94ea8	a2541c72-d02f-4acb-8d35-537080c94ea8/61192f9b-94eb-49f4-b2b5-eafe75092930.rna_seq.augmented_star_gene_counts.tsv	20c1f863ded5948cc8391e3afa42c932	4253896	validated
aa3501a9-217b-4d3a-8dab-0fb359728726	aa3501a9-217b-4d3a-8dab-0fb359728726/b039b20f-5532-41b4-a92e-b48bc87f89c1.rna_seq.augmented_star_gene_counts.tsv	25711cea52eaa6f7dd3a782946f602b8	4232869	validated
ca8f1add-4462-4cc3-9c26-f245bbac303b	ca8f1add-4462-4cc3-9c26-f245bbac303b/3816bf59-c375-4158-bc24-ad8748f9488e.rna_seq.augmented_star_gene_counts.tsv	ccb50b26ea309ca64109f26103cba556	4250474	validated
cd03b494-38bf-4b7d-86a5-672acd7d0125	cd03b494-38bf-4b7d-86a5-672acd7d0125/2fabdcab-7464-43ed-9cba-0f79b3bb66dc.rna_seq.augmented_star_gene_counts.tsv	f90d3c18ef20a41d369042d985d1bd31	4242044	validated
cded92df-9367-4ee5-930c-6c87bf2c8eb0	cded92df-9367-4ee5-930c-6c87bf2c8eb0/a07f82d9-44a6-41ac-97bb-52a14ba37f34.rna_seq.augmented_star_gene_counts.tsv	7108659a61a5e0cf1aa7abb4dbcdb409	4240234	validated
